,score,altitude,region,processing,variety
945,81.42,1100.0,North America,Washed / Wet,Typica
946,81.42,1750.0,South America,Natural / Dry,Bourbon
947,81.42,1880.0,South America,Washed / Wet,Bourbon
948,81.42,518.16,Asia Pacific,Natural / Dry,Others
949,81.33,1750.0,South America,Washed / Wet,Bourbon
950,81.33,1500.0,Central America,Washed / Wet,Bourbon
951,81.33,1130.0,North America,Washed / Wet,Bourbon/Typica
952,81.33,1100.0,Brazil,Natural / Dry,Bourbon/Typica
953,81.33,1350.0,Central America,Washed / Wet,Bourbon/Typica
954,81.33,1200.0,Brazil,Natural / Dry,Bourbon
955,81.33,1400.0,Asia Pacific,Washed / Wet,Catimor
956,81.33,1200.0,Africa,Washed / Wet,Ethiopian Varieties
957,81.33,1450.0,Central America,Washed / Wet,Bourbon/Typica
958,81.33,1800.0,North America,Washed / Wet,Typica
959,81.33,1000.0,North America,Washed / Wet,Typica
960,81.25,680.0,Asia Pacific,Natural / Dry,Typica
961,81.25,1.0,Brazil,Natural / Dry,Bourbon
962,81.25,1100.0,Central America,Washed / Wet,Bourbon/Typica
963,81.25,1400.0,Central America,Washed / Wet,Bourbon/Typica
964,81.25,1700.0,Central America,Washed / Wet,Bourbon/Typica
965,81.25,1700.0,Africa,Washed / Wet,Bourbon
966,81.25,650.0,Asia Pacific,Semi-Washed / Honey,Typica
967,81.25,1524.0,Central America,Washed / Wet,Bourbon
968,81.25,1500.0,North America,Washed / Wet,Typica
969,81.17,1200.0,Central America,Washed / Wet,Others
970,81.17,1050.0,Africa,Washed / Wet,Bourbon
971,81.17,1200.0,North America,Washed / Wet,Bourbon
972,81.17,1300.0,Central America,Washed / Wet,Bourbon
973,81.17,1450.0,Central America,Natural / Dry,Bourbon/Typica
974,81.17,1450.0,Asia Pacific,Washed / Wet,Bourbon
975,81.17,1200.0,Asia Pacific,Natural / Dry,Typica
976,81.17,1550.0,Africa,Washed / Wet,Bourbon
977,81.17,995.0,Africa,Washed / Wet,Bourbon
978,81.17,1300.0,Central America,Washed / Wet,Bourbon/Typica
979,81.17,1000.0,Brazil,Natural / Dry,Bourbon/Typica
980,81.17,1800.0,North America,Natural / Dry,Typica
981,81.17,1450.0,Central America,Washed / Wet,Bourbon
982,81.17,1000.0,Brazil,Natural / Dry,Bourbon/Typica
983,81.17,518.16,Asia Pacific,Natural / Dry,Typica
984,81.08,1800.0,Africa,Natural / Dry,Ethiopian Varieties
985,81.08,695.0,Brazil,Natural / Dry,Bourbon/Typica
986,81.08,1100.0,Central America,Washed / Wet,Bourbon/Typica
987,81.08,1706.88,Central America,Natural / Dry,Typica
988,81.08,1456.0,Africa,Washed / Wet,Bourbon
989,81.08,1500.0,Central America,Washed / Wet,Bourbon
990,81.08,853.44,North America,Washed / Wet,Bourbon
991,81.08,1650.0,North America,Washed / Wet,Typica
992,81.08,1300.0,North America,Washed / Wet,Typica
993,81.08,1642.0,North America,Washed / Wet,Typica
994,81.08,1200.0,North America,Washed / Wet,Typica
995,81.08,518.16,Asia Pacific,Washed / Wet,Typica
996,81.0,1250.0,Brazil,Semi-Washed / Honey,Bourbon
997,81.0,1450.0,Central America,Washed / Wet,Bourbon
998,81.0,1250.0,Brazil,Semi-Washed / Honey,Bourbon
999,81.0,3280.0,Central America,Washed / Wet,Bourbon
1000,81.0,1600.0,South America,Washed / Wet,Bourbon
1001,81.0,1219.2,Central America,Washed / Wet,Bourbon
1002,81.0,758.0,Asia Pacific,Washed / Wet,Typica
1003,81.0,1350.0,Central America,Natural / Dry,Bourbon
1004,81.0,1000.0,Brazil,Natural / Dry,Bourbon/Typica
1005,81.0,1525.0,Africa,Washed / Wet,Bourbon
1006,81.0,1700.0,Africa,Natural / Dry,Typica
1007,81.0,1100.0,Asia Pacific,Semi-Washed / Honey,Typica
1008,81.0,800.0,Asia Pacific,Washed / Wet,Bourbon
1009,81.0,950.0,North America,Washed / Wet,Typica
1010,81.0,1100.0,North America,Washed / Wet,Typica
1011,80.92,200.0,Asia Pacific,Washed / Wet,Typica
1012,80.92,1901.0,Central America,Washed / Wet,Bourbon
1013,80.92,1600.0,Africa,Washed / Wet,Bourbon
1014,80.92,1100.0,North America,Washed / Wet,Bourbon
1015,80.92,1066.8,Asia Pacific,Washed / Wet,Typica
1016,80.92,518.16,Asia Pacific,Natural / Dry,Typica
1017,80.92,1700.0,Africa,Washed / Wet,Bourbon
1018,80.92,1200.0,Brazil,Natural / Dry,Bourbon
1019,80.92,550.0,Asia Pacific,Washed / Wet,Typica
1020,80.92,1100.0,Brazil,Natural / Dry,Bourbon
1021,80.92,1050.0,Central America,Washed / Wet,Bourbon
1022,80.92,1524.0,Central America,Washed / Wet,Typica
1023,80.92,900.0,Asia Pacific,Washed / Wet,Typica
1024,80.92,688.0,Asia Pacific,Washed / Wet,Typica
1025,80.92,300.0,Asia Pacific,Washed / Wet,Typica
1026,80.92,1186.0,North America,Washed / Wet,Typica
1027,80.92,1200.0,Asia Pacific,Washed / Wet,Others
1028,80.83,1300.0,Asia Pacific,Washed / Wet,Catimor
1029,80.83,1200.0,Central America,Washed / Wet,Bourbon
1030,80.83,1210.0,North America,Semi-Washed / Honey,Bourbon/Typica
1031,80.83,1100.0,North America,Washed / Wet,Typica
1032,80.83,100.0,North America,Washed / Wet,Bourbon
1033,80.83,518.16,Asia Pacific,Washed / Wet,Typica
1034,80.83,1800.0,South America,Washed / Wet,Bourbon
1035,80.75,1000.0,Brazil,Natural / Dry,Bourbon
1036,80.75,3825.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1037,80.75,1706.88,Central America,Washed / Wet,Bourbon
1038,80.75,110000.0,Central America,Washed / Wet,Bourbon/Typica
1039,80.75,1450.0,Central America,Natural / Dry,Bourbon
1040,80.75,1680.0,Central America,Natural / Dry,Bourbon
1041,80.75,1350.0,Central America,Washed / Wet,Bourbon/Typica
1042,80.75,1450.0,Central America,Natural / Dry,Bourbon/Typica
1043,80.75,1300.0,Central America,Washed / Wet,Bourbon
1044,80.75,1200.0,North America,Washed / Wet,Typica
1045,80.75,1000.0,North America,Washed / Wet,Typica
1046,80.75,518.16,Asia Pacific,Natural / Dry,Bourbon/Typica
1047,80.67,750.0,Asia Pacific,Washed / Wet,Typica
1048,80.67,1350.0,Asia Pacific,Semi-Washed / Honey,Bourbon/Typica
1049,80.67,1500.0,Central America,Washed / Wet,Bourbon
1050,80.67,185.0,Central America,Washed / Wet,Bourbon
1051,80.67,995.0,Africa,Washed / Wet,Bourbon
1052,80.67,1200.0,North America,Washed / Wet,Typica
1053,80.67,1550.0,South America,Natural / Dry,Bourbon
1054,80.67,1550.0,Central America,Washed / Wet,Bourbon
1055,80.67,1425.0,Central America,Washed / Wet,Bourbon
1056,80.67,1425.0,Central America,Washed / Wet,Bourbon
1057,80.67,1750.0,South America,Washed / Wet,Bourbon
1058,80.58,1000.0,Brazil,Natural / Dry,Bourbon
1059,80.58,1355.0,Central America,Washed / Wet,Bourbon
1060,80.58,1400.0,Africa,Washed / Wet,Bourbon
1061,80.58,1200.0,Brazil,Semi-Washed / Honey,Bourbon
1062,80.58,1400.0,Central America,Washed / Wet,Bourbon
1063,80.58,1383.7920000000001,Central America,Natural / Dry,Bourbon
1064,80.58,518.16,Asia Pacific,Natural / Dry,Typica
1065,80.58,1750.0,South America,Washed / Wet,Bourbon
1066,80.5,50.0,Asia Pacific,Natural / Dry,Typica
1067,80.5,1500.0,Central America,Washed / Wet,Bourbon
1068,80.5,1650.0,Central America,Washed / Wet,Bourbon/Typica
1069,80.5,280.0,Africa,Washed / Wet,Bourbon
1070,80.5,1250.0,Brazil,Semi-Washed / Honey,Bourbon
1071,80.5,3800.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1072,80.5,1219.2,Central America,Washed / Wet,Bourbon
1073,80.5,1250.0,Brazil,Semi-Washed / Honey,Bourbon
1074,80.5,518.16,Asia Pacific,Natural / Dry,Typica
1075,80.5,1859.28,Central America,Washed / Wet,Bourbon
1076,80.5,1450.0,North America,Washed / Wet,Typica
1077,80.42,1450.0,Central America,Washed / Wet,Bourbon/Typica
1078,80.42,600.0,Asia Pacific,Washed / Wet,Typica
1079,80.42,1450.0,Central America,Washed / Wet,Bourbon
1080,80.42,1700.0,Asia Pacific,Washed / Wet,Catimor
1081,80.42,1050.0,North America,Washed / Wet,Typica
1082,80.42,1550.0,North America,Washed / Wet,Bourbon
1083,80.33,1700.0,Africa,Washed / Wet,Bourbon
1084,80.33,1700.0,Africa,Washed / Wet,Bourbon
1085,80.33,1650.0,Africa,Washed / Wet,Bourbon
1086,80.33,600.0,Asia Pacific,Washed / Wet,Bourbon
1087,80.33,1310.64,Central America,Washed / Wet,Bourbon
1088,80.33,940.0,North America,Semi-Washed / Honey,Typica
1089,80.33,518.16,Asia Pacific,Washed / Wet,Typica
1090,80.33,1800.0,Africa,Natural / Dry,Typica
1091,80.25,995.0,Brazil,Natural / Dry,Bourbon/Typica
1092,80.25,1400.0,Central America,Natural / Dry,Bourbon
1093,80.25,1600.0,North America,Washed / Wet,Bourbon
1094,80.25,914.4,Asia Pacific,Natural / Dry,Typica
1095,80.25,4287.0,Asia Pacific,Natural / Dry,Bourbon/Typica
1096,80.25,900.0,Central America,Washed / Wet,Bourbon
1097,80.25,518.16,Asia Pacific,Natural / Dry,Typica
1098,80.25,1750.0,South America,Washed / Wet,Typica
1099,80.25,700.0,Asia Pacific,Semi-Washed / Honey,Typica
1100,80.25,1400.0,Central America,Washed / Wet,Bourbon
1101,80.25,808.0,North America,Washed / Wet,Bourbon
1102,80.17,1550.0,Asia Pacific,Natural / Dry,Catimor
1103,80.17,1187.5,Central America,Washed / Wet,Bourbon
1104,80.17,1400.0,Central America,Washed / Wet,Bourbon/Typica
1105,80.17,1310.64,Central America,Washed / Wet,Bourbon
1106,80.17,1250.0,North America,Washed / Wet,Typica
1107,80.17,1550.0,North America,Washed / Wet,Typica
1108,80.17,1000.0,North America,Washed / Wet,Bourbon
1109,80.17,1310.64,Central America,Washed / Wet,Bourbon
1110,80.17,518.16,Asia Pacific,Natural / Dry,Typica
1111,80.08,1100.0,Brazil,Semi-Washed / Honey,Bourbon
1112,80.08,850.0,Asia Pacific,Washed / Wet,Typica
1113,80.08,1140.0,Central America,Natural / Dry,Bourbon
1114,80.08,200.0,Asia Pacific,Washed / Wet,Typica
1115,80.08,150.0,Asia Pacific,Washed / Wet,Typica
1116,80.08,250.0,Asia Pacific,Semi-Washed / Honey,Typica
1117,80.08,1300.0,North America,Washed / Wet,Typica
1118,80.08,1300.0,North America,Washed / Wet,Typica
1119,80.0,1250.0,Central America,Washed / Wet,Bourbon
1120,80.0,3845.0,Asia Pacific,Washed / Wet,Bourbon
1121,80.0,1400.0,North America,Washed / Wet,Typica
1122,80.0,250.0,Asia Pacific,Washed / Wet,Typica
1123,80.0,800.0,Asia Pacific,Washed / Wet,Bourbon
1124,80.0,1250.0,North America,Washed / Wet,Typica
1125,80.0,1100.0,North America,Washed / Wet,Typica
1126,80.0,1800.0,Africa,Natural / Dry,Typica
1127,86.92,1790.0,Africa,Washed / Wet,Bourbon
1128,86.83,1754.0,Africa,Washed / Wet,Typica
1129,86.67,730.0,Asia Pacific,Natural / Dry,Typica
1130,86.0,442.0,South America,Washed / Wet,Bourbon
1131,85.83,1400.17,Central America,Washed / Wet,Typica
1132,85.75,1610.0,Africa,Washed / Wet,Bourbon
1133,85.67,1560.0,South America,Washed / Wet,Bourbon
1134,85.33,1850.0,Africa,Washed / Wet,Ethiopian Varieties
1135,85.17,1600.0,Central America,Washed / Wet,Catimor
1136,85.08,442.0,South America,Washed / Wet,Bourbon
1137,84.92,439.0,South America,Washed / Wet,Bourbon
1138,84.75,1300.0,Asia Pacific,Natural / Dry,Typica
1139,84.75,1200.0,Brazil,Washed / Wet,Bourbon/Typica
1140,84.5,1200.0,Asia Pacific,Washed / Wet,Typica
1141,84.5,1420.0,Asia Pacific,Semi-Washed / Honey,Typica
1142,84.42,650.0,Asia Pacific,Semi-Washed / Honey,Others
1143,84.33,1200.0,Central America,Washed / Wet,Bourbon/Typica
1144,84.33,650.0,Asia Pacific,Natural / Dry,Typica
1145,84.33,1600.0,Africa,Washed / Wet,Bourbon
1146,84.25,1100.0,Central America,Washed / Wet,Bourbon/Typica
1147,84.08,1450.0,Central America,Washed / Wet,Bourbon/Typica
1148,84.0,980.0,Brazil,Natural / Dry,Bourbon/Typica
1149,84.0,450.0,Asia Pacific,Natural / Dry,Others
1150,84.0,1100.0,Central America,Natural / Dry,Bourbon/Typica
1151,84.0,4750.0,Central America,Washed / Wet,Bourbon
1152,83.92,442.0,South America,Washed / Wet,Others
1153,83.92,1040.0,Asia Pacific,Washed / Wet,Catimor
1154,83.92,1380.0,Asia Pacific,Other,Others
1155,83.83,1000.0,Asia Pacific,Washed / Wet,Typica
1156,83.75,1300.0,North America,Washed / Wet,Others
1157,83.75,1450.0,Central America,Washed / Wet,Bourbon/Typica
1158,83.75,1800.0,Central America,Washed / Wet,Bourbon
1159,83.67,500.0,Asia Pacific,Washed / Wet,Typica
1160,83.67,1100.0,Central America,Natural / Dry,Bourbon/Typica
1161,83.67,1000.0,Brazil,Washed / Wet,Others
1162,83.5,1697.0,Africa,Washed / Wet,Bourbon
1163,83.5,1300.0,Central America,Washed / Wet,Bourbon
1164,83.33,1779.0,South America,Washed / Wet,Bourbon
1165,83.08,1600.0,Central America,Washed / Wet,Bourbon
1166,83.08,1300.0,Central America,Washed / Wet,Bourbon
1167,83.08,1240.0,Brazil,Semi-Washed / Honey,Bourbon/Typica
1168,83.0,1500.0,Central America,Washed / Wet,Bourbon/Typica
1169,82.92,1200.0,Asia Pacific,Washed / Wet,Typica
1170,82.83,1600.0,Africa,Washed / Wet,Bourbon
1171,82.75,1200.0,Central America,Natural / Dry,Bourbon
1172,82.75,1600.0,Central America,Washed / Wet,Bourbon
1173,82.67,1500.0,Central America,Washed / Wet,Bourbon/Typica
1174,82.67,1850.0,Central America,Washed / Wet,Bourbon
1175,82.58,800.0,Asia Pacific,Natural / Dry,Others
1176,82.58,500.0,Asia Pacific,Washed / Wet,Typica
1177,82.5,800.0,Asia Pacific,Washed / Wet,Catimor
1178,82.5,1200.0,Central America,Washed / Wet,Bourbon/Typica
1179,82.42,900.0,Brazil,Natural / Dry,Bourbon/Typica
1180,82.42,1100.0,Central America,Washed / Wet,Bourbon/Typica
1181,82.42,1700.0,Central America,Other,Bourbon
1182,82.33,1040.0,Asia Pacific,Semi-Washed / Honey,Catimor
1183,82.33,1100.0,Central America,Washed / Wet,Bourbon
1184,82.25,1200.0,Central America,Washed / Wet,Typica
1185,82.25,1800.0,Africa,Washed / Wet,Bourbon
1186,82.17,4700.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1187,82.17,1500.0,Central America,Washed / Wet,Bourbon
1188,82.08,1300.0,Central America,Washed / Wet,Bourbon/Typica
1189,82.08,1200.0,Central America,Washed / Wet,Bourbon/Typica
1190,82.0,1697.0,Africa,Washed / Wet,Bourbon
1191,82.0,1165.0,Asia Pacific,Washed / Wet,Catimor
1192,82.0,1350.0,Central America,Washed / Wet,Bourbon/Typica
1193,81.92,1500.0,Central America,Washed / Wet,Bourbon
1194,81.83,1200.0,Asia Pacific,Washed / Wet,Typica
1195,81.83,1500.0,Central America,Washed / Wet,Bourbon/Typica
1196,81.75,1000.0,Asia Pacific,Washed / Wet,Others
1197,81.75,1420.0,Asia Pacific,Semi-Washed / Honey,Ethiopian Varieties
1198,81.75,1850.0,Central America,Washed / Wet,Bourbon
1199,81.67,1650.0,Central America,Natural / Dry,Bourbon
1200,81.58,1200.0,Brazil,Natural / Dry,Bourbon/Typica
1201,81.5,700.0,Asia Pacific,Washed / Wet,Catimor
1202,81.42,465.0,Asia Pacific,Natural / Dry,Typica
1203,81.08,1901.64,Central America,Washed / Wet,Bourbon
1204,81.08,1550.0,Central America,Washed / Wet,Bourbon
1205,81.0,518.0,Asia Pacific,Washed / Wet,Typica
1206,80.92,1000.0,North America,Washed / Wet,Catimor
1207,80.83,1100.0,North America,Washed / Wet,Typica
1208,80.83,1850.0,Central America,Washed / Wet,Bourbon
1209,80.67,900.0,Brazil,Natural / Dry,Bourbon/Typica
1210,80.67,1300.0,Asia Pacific,Washed / Wet,Catimor
1211,80.58,1100.0,Brazil,Natural / Dry,Bourbon/Typica
1212,80.42,1800.0,Central America,Washed / Wet,Bourbon/Typica
1213,80.25,1200.0,Central America,Washed / Wet,Typica
1214,79.17,1300.0,Central America,Washed / Wet,Bourbon
1215,78.08,1350.0,Brazil,Natural / Dry,Others
1216,77.42,1100.0,Brazil,Natural / Dry,Bourbon
1217,74.83,1200.0,Asia Pacific,Washed / Wet,Typica
1218,89.25,1200.0,Asia Pacific,Natural / Dry,Ethiopian Varieties
1219,87.17,2219.0,Africa,Other,Ethiopian Varieties
1220,87.08,1650.0,South America,Semi-Washed / Honey,Others
1221,86.92,15002100.0,Africa,Washed / Wet,Others
1222,86.75,1280.0,Brazil,Washed / Wet,Others
1223,86.58,2100.0,Africa,Washed / Wet,Others
1224,86.25,2000.0,Africa,Washed / Wet,Ethiopian Varieties
1225,85.75,1200.0,Asia Pacific,Natural / Dry,Ethiopian Varieties
1226,85.67,1994.0,Africa,Washed / Wet,Ethiopian Varieties
1227,85.42,1800.0,Africa,Washed / Wet,Ethiopian Varieties
1228,85.17,1450.0,Central America,Washed / Wet,Bourbon/Typica
1229,85.08,1790.0,Africa,Washed / Wet,Bourbon
1230,85.0,1700.0,Africa,Natural / Dry,Ethiopian Varieties
1231,84.83,1700.0,Africa,Washed / Wet,Bourbon
1232,84.75,1300.0,South America,Washed / Wet,Bourbon
1233,84.67,1700.0,Africa,Washed / Wet,Bourbon
1234,84.67,1100.0,Central America,Washed / Wet,Others
1235,84.58,1848.0,Central America,Washed / Wet,Bourbon
1236,84.5,1700.0,Africa,Washed / Wet,Bourbon
1237,84.5,2800.0,Africa,Washed / Wet,Typica
1238,84.25,1450.0,Central America,Washed / Wet,Bourbon/Typica
1239,84.17,442.0,South America,Washed / Wet,Bourbon
1240,84.08,1600.0,Asia Pacific,Washed / Wet,Typica
1241,84.08,1040.0,Asia Pacific,Washed / Wet,Catimor
1242,84.08,1666.0,Africa,Washed / Wet,Bourbon
1243,84.08,1700.0,Africa,Washed / Wet,Bourbon
1244,84.0,1450.0,Central America,Washed / Wet,Bourbon/Typica
1245,83.92,1550.0,Central America,Washed / Wet,Others
1246,83.83,1500.0,Central America,Natural / Dry,Bourbon
1247,83.83,1700.0,Africa,Washed / Wet,Bourbon
1248,83.83,1943.0,Africa,Washed / Wet,Ethiopian Varieties
1249,83.83,1848.0,Central America,Washed / Wet,Bourbon
1250,83.75,1500.0,Central America,Natural / Dry,Bourbon
1251,83.67,1400.0,Central America,Natural / Dry,Bourbon
1252,83.67,1000.0,Asia Pacific,Natural / Dry,Ethiopian Varieties
1253,83.58,442.0,South America,Washed / Wet,Bourbon
1254,83.58,1700.0,Africa,Washed / Wet,Bourbon
1255,83.5,1200.0,Central America,Washed / Wet,Bourbon
1256,83.5,1800.0,Africa,Washed / Wet,Bourbon
1257,83.42,1600.0,Central America,Natural / Dry,Bourbon
1258,83.42,1150.0,Brazil,Natural / Dry,Bourbon/Typica
1259,83.42,1450.0,Central America,Washed / Wet,Bourbon/Typica
1260,83.33,1300.0,Asia Pacific,Natural / Dry,Catimor
1261,83.25,1750.0,Africa,Washed / Wet,Bourbon
1262,83.25,1500.0,Central America,Natural / Dry,Bourbon
1263,83.25,900.0,Brazil,Natural / Dry,Bourbon/Typica
1264,83.17,1400.0,Central America,Natural / Dry,Bourbon
1265,83.17,1800.0,Central America,Natural / Dry,Bourbon
1266,83.08,1420.0,Asia Pacific,Semi-Washed / Honey,Ethiopian Varieties
1267,83.08,900.0,Brazil,Natural / Dry,Bourbon/Typica
1268,83.08,1850.0,Central America,Washed / Wet,Bourbon
1269,82.92,1500.0,Central America,Natural / Dry,Bourbon
1270,82.75,1547.0,Central America,Washed / Wet,Bourbon
1271,82.75,-900.0,Brazil,Natural / Dry,Bourbon/Typica
1272,82.67,1250.0,Central America,Washed / Wet,Bourbon
1273,82.67,1800.0,Central America,Washed / Wet,Bourbon/Typica
1274,82.58,1500.0,Central America,Washed / Wet,Bourbon/Typica
1275,82.58,1200.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1276,82.58,950.0,Brazil,Natural / Dry,Bourbon/Typica
1277,82.5,1550.0,Central America,Washed / Wet,Others
1278,82.5,1100.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1279,82.33,1650.0,Central America,Washed / Wet,Bourbon
1280,82.25,1100.0,Central America,Washed / Wet,Bourbon
1281,82.25,1040.0,Asia Pacific,Washed / Wet,Catimor
1282,82.25,1779.0,South America,Washed / Wet,Bourbon
1283,82.25,1300.0,North America,Washed / Wet,Others
1284,82.25,1.1,Brazil,Natural / Dry,Bourbon/Typica
1285,82.17,1450.0,Central America,Washed / Wet,Bourbon
1286,82.0,680.0,Asia Pacific,Semi-Washed / Honey,Ethiopian Varieties
1287,81.92,1700.0,Central America,Washed / Wet,Bourbon
1288,81.92,1300.0,North America,Washed / Wet,Typica
1289,81.83,973.0,Brazil,Natural / Dry,Others
1290,81.75,650.0,Asia Pacific,Washed / Wet,Others
1291,81.75,900.0,Brazil,Natural / Dry,Bourbon/Typica
1292,81.75,900.0,Brazil,Natural / Dry,Bourbon/Typica
1293,81.67,1500.0,Central America,Washed / Wet,Bourbon/Typica
1294,81.67,1040.0,Asia Pacific,Washed / Wet,Catimor
1295,81.67,1600.0,Central America,Washed / Wet,Bourbon/Typica
1296,81.5,1150.0,Brazil,Natural / Dry,Bourbon/Typica
1297,81.5,1100.0,Central America,Washed / Wet,Bourbon
1298,81.5,1800.0,Central America,Natural / Dry,Bourbon/Typica
1299,81.42,1400.0,Central America,Washed / Wet,Bourbon
1300,81.33,1200.0,Central America,Washed / Wet,Bourbon
1301,81.33,1901.64,Central America,Washed / Wet,Bourbon
1302,81.25,1850.0,Central America,Washed / Wet,Bourbon
1303,81.17,1040.0,Asia Pacific,Washed / Wet,Catimor
1304,81.08,1200.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1305,81.0,1400.0,Central America,Washed / Wet,Catimor
1306,80.92,800.0,Asia Pacific,Semi-Washed / Honey,Typica
1307,80.83,1300.0,South America,Washed / Wet,Others
1308,80.75,1100.0,Central America,Washed / Wet,Others
1309,80.67,1200.0,Central America,Washed / Wet,Bourbon
1310,80.33,1100.0,North America,Washed / Wet,Typica
1311,80.08,650.0,Asia Pacific,Washed / Wet,Others
1312,80.08,1200.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1313,79.58,1800.0,Central America,Natural / Dry,Bourbon/Typica
1314,79.0,600.0,Asia Pacific,Semi-Washed / Honey,Bourbon
1315,78.83,1150.0,Brazil,Natural / Dry,Bourbon/Typica
1316,78.33,1100.0,Central America,Washed / Wet,Others
1317,76.33,1200.0,Asia Pacific,Washed / Wet,Bourbon/Typica
1318,70.42,1800.0,South America,Washed / Wet,Others
